Pub_date,Topics,Title,Author,Publisher,Language,Description,Access_restricted,Added_date,Pdf_link,TXT_link,ISBN
2002,"Eliot, George, 1819-1880. Silas Marner","Silas Marner, George Eliot","Bennett, Drake P","New York, NY : Spark Pub.",English,Includes bibliographical references (page 73),true,2018-10-12 12:07:03,#Null,#Null,"['1586634380', '9781586634384']"
1995,Manners and customs,"George Eliot, selected works","Eliot, George, 1819-1880",London : Leopard,English,Silas Marner -- The lifted veil -- Brother Jacob -- Middlemarch,true,2020-07-25 19:04:52,#Null,#Null,[]
2000,"Eliot, George, 1819-1880",Oxford reader's companion to George Eliot,"Rignall, John, 1942-",Oxford ; New York : Oxford University Press,English,"This guide to the life and work of George Eliot provides information and critical insights into her fiction and its contexts. Contemporary critical approaches to her fiction are discussed in detail
",true,2014-03-17 16:44:01.376595,#Null,#Null,[]
2006,"Eliot, George, 1819-1880",George Eliot : a critic's biography,"Hardy, Barbara, 1924-2016",London ; New York : Continuum,English,Not for publication: ''promises to present the distilled understanding and insight of Professor Hardy''s lifetime engagement with George Eliot ... strengths lie in the sensitive close reading that distinguishes Barbara Hardy''s criticism and in the fascinating links and echoes between life and fiction that her comprehensive knowledge of the novelist''s writing enables her to find ... the proposed book would be accessible to a wide general readership and Barbara Hardy''s established reputation would be a selling point in itself.'' Readers report from John Rignall (Reader at University of Warwick a,true,2020-12-11 00:39:35,#Null,#Null,"['9781441148131', '1441148132', '9781474211413', '1474211410', '9781441166609', '1441166602', '1283122731', '9781283122733', '9786613122735', '6613122734']"
2001,"Eliot, George, 1819-1880",George Eliot : the last Victorian,"Hughes, Kathryn, 1959-",New York : Cooper Square Press,English,"Originally published: London : Fourth Estate, 1998",true,2021-10-12 15:16:50,#Null,#Null,[]
1997,"Eliot, George, 1819-1880. Silas Marner -- Juvenile literature","Silas Marner, George Eliot : notes","Findlay, Clare",Harlow : Longman,English,#Null,true,2020-12-10 03:34:56,#Null,#Null,[]
1990,"Eliot, George, 1819-1880",George Eliot : an intellectual life,"Dodd, Valerie A., 1944-",New York : St. Martin's Press,English,Bibliography: p. 354-370,true,2021-01-15 09:05:13,#Null,#Null,[]
2008,#Null,CAMBRIDGE INTRODUCTION TO GEORGE ELIOT.,Nancy Henry,CAMBRIDGE UNIV PRESS,und,#Null,#Null,#Null,#Null,#Null,[]
1999,"Eliot, George, 1819-1880",George Eliot : the last Victorian,"Hughes, Kathryn, 1959-",New York : Farrar Straus Giroux,English,"Includes bibliographical references (p. 370-374) and index
",true,2011-09-29 18:48:47,#Null,#Null,['georgeeliotlastv00hugh']
2003,"Eliot, George, 1819-1880. Silas Marner -- Examinations -- Study guides","Silas Marner, George Eliot : notes","Findlay, Clare",Harlow : Longman,English,"Previous edition: 1997
",true,2020-12-10 01:31:15,#Null,#Null,[]
2001,"Eliot, George, 1819-1880",George Eliot : the last Victorian,"Hughes, Kathryn, 1959-",New York : Cooper Square Press,English,"Originally published: London : Fourth Estate, 1998",true,2021-06-16 13:01:01,#Null,#Null,['0815411219']
1994,Interpersonal relations -- Fiction,Great novels of George Eliot,"Eliot, George, 1819-1880",New York : Carroll & Graf,English,Introduction by Julian Thompson,true,2020-10-22 03:10:38,#Null,#Null,[]
1994,"Eliot, George, 1819-1880 -- Criticism and interpretation",The critical response to George Eliot,#Null,"Westport, Conn. : Greenwood Press",English,Includes bibliographical references (pages 215-222) and index,true,2020-10-02 10:05:25,#Null,#Null,[]
2002,"Eliot, George, 1819-1880 -- Bibliography",George Eliot : a bibliographical history,"Baker, William, 1944-","New Castle, DE : Oak Knoll Press ; London : British Library",English,"Includes bibliographical references and index
",true,2019-05-21 10:21:27,#Null,#Null,[]
1,West Bengal Public Library,THE WORKS OF GEORGE ELIOT VOL. 3,N.A.,"WILLIAM BLACKWOOD AND SONS, LONDON",English,#Null,#Null,2018-09-27 14:04:02,/download/dli.bengal.10689.17091/10689.17091.pdf,/stream/dli.bengal.10689.17091/10689.17091_djvu.txt,[]
1997,"Eliot, George, 1819-1880. Silas Marner",Silas Marner [by] George Eliot : guide,"Walton, Chris",London : Letts Educational,English,#Null,true,2021-10-27 10:06:44,#Null,#Null,[]
2012,#Null,Writings of george eliot : adam bede,"Eliot, George",[Place of publication not identified] : Nabu Press,English,#Null,#Null,#Null,#Null,#Null,[]
1992,"Eliot, George, 1819-1880 -- Criticism and interpretation",Greatness engendered : George Eliot and Virginia Woolf,"Booth, Alison","Ithaca, N.Y. : Cornell University Press",English,"Includes bibliographical references (p. [385]-302) and index
",true,2018-06-12 21:55:57,#Null,#Null,[]
1998,"Eliot, George, 1819-1880 -- Criticism and interpretation",George Eliot and Goethe : an elective affinity,"Röder-Bolton, Gerlinde","Amsterdam ; Atlanta, GA : Rodopi",English,Includes bibliographical references (p. [275]-286) and index,true,2019-05-20 07:51:08,#Null,#Null,[]
1999,"Eliot, George, 1819-1880. Mill on the Floss",The mill on the Floss : George Eliot,"Griffin, Nicola",London : Longman,English,"Distinctive title: York notes : The mill on the Floss
",true,2021-07-26 14:01:17,#Null,#Null,[]
1990,"Eliot, George, 1819-1880","George Eliot : a reference guide, 1972-1987","Pangallo, Karen L","Boston, Mass. : G.K. Hall",English,#Null,#Null,#Null,#Null,#Null,[]
1992,"Eliot, George, 1819-1880 -- Criticism and interpretation",Greatness engendered : George Eliot and Virginia Woolf,"Booth, Alison","Ithaca, N.Y. : Cornell University Press",English,"Includes bibliographical references (pages 285-302) and index
",true,2020-06-27 13:04:37,#Null,#Null,"['0801426286', '9780801426285', '0801499305', '9780801499302']"
1991,"Eliot, George, 1819-1880",George Eliot (Marian Evans) : a literary life,"McSweeney, Kerry, 1941-",New York : St. Martin's Press,English,#Null,true,2011-10-19 22:10:37,#Null,#Null,['georgeeliotmaria00mcsw']
1992,"Eliot, George, 1819-1880 -- Criticism and interpretation",Greatness engendered : George Eliot and Virginia Woolf,"Booth, Alison","Ithaca, N.Y. : Cornell University Press",English,"Includes bibliographical references (pages 285-302) and index
",true,2021-08-19 18:01:08,#Null,#Null,"['0801426286', '9780801426285', '0801499305', '9780801499302']"
1994,#Null,York Notes on Silas Marner by George Eliot,"Rutherford, Anna",Longman,English,#Null,true,2020-12-09 15:26:27,#Null,#Null,[]
1995,"Eliot, George, 1819-1880 -- Biography","George Eliot, voice of a century : a biography","Karl, Frederick Robert, 1927-",New York : W.W. Norton,English,Includes index,true,2019-09-02 04:42:13,#Null,#Null,['0393037851']
2014,"Mead, Rebecca -- Books and reading",The road to Middlemarch : my life with George Eliot,"Mead, Rebecca, author",London : Granta,English,"At the age of seventeen, Rebecca Mead read Middlemarch for the first time, and has read it again every five years since, each time interpreting and discovering it anew. In The Road to Middlemarch she writes passionately about her relationship to this remarkable, much-loved Victorian novel, and shows how we can live richer and more fulfilling lives through our profound engagement with great literary works. Published when George Eliot was fifty-one, Middlemarch has at its centre one of literature's most compelling and ill-fated marriages, and some of the most tenderly drawn characters. Its vast canvas incorporates the lives of ordinary people and their most intimate struggles. Virginia Woolf famously described it as 'one of the few English novels written for grown-up people', and Mead explores how the ambitions, dreams and attachments of its characters teach us to value the limitations of our everyday lives. Interweaving readings of Middlemarch with an investigation of George Eliot's unconventional, inspiring life and Mead's reflections on her own youth, relationships and marriage, this is a sensitive work of deep reading and biography, for every lover of literature who cares about why we read books and how they read us",true,2020-06-22 16:03:50,#Null,#Null,[]
2005,Art in literature,Infallible : in search of the real George Eliot,#Null,"Birmingham, England : ARTicle Press",English,"This is a book of new fiction written in response to contemporary visual art, set alongside transcripts and images of work by the artist who inspired it. It is an exploration of relationships between visual and written fictions",true,2021-02-02 17:01:45,#Null,#Null,"['1873352832', '9781873352830']"
2003,"Eliot, George, 1819-1880 -- Criticism and interpretation",Dark smiles : race and desire in George Eliot,"Carroll, Alicia, 1960-",Athens : Ohio University Press,English,"Includes bibliographical references (p. 163-173) and index
",true,2021-04-18 07:00:31,#Null,#Null,[]
2006,"Eliot, George, 1819-1880 -- Homes and haunts -- Germany","George Eliot in Germany, 1854-55 : ""cherished memories""","Röder-Bolton, Gerlinde","Aldershot, Hants, England ; Burlington, Vt. : Ashgate",English,Includes bibliographical references (p. [171]-176) and index,true,2019-05-20 13:49:20,#Null,#Null,"['0754650545', '9780754650546']"
1994,"Eliot, George, 1819-1880 -- Political and social views",George Eliot and the politics of national inheritance,"Semmel, Bernard",New York : Oxford University Press,English,#Null,true,2013-11-05 17:05:24.017925,#Null,#Null,[]
1993,"Hardy, Thomas, 1840-1928 -- Knowledge -- History","Shadowtime : history and representation in Hardy, Conrad, and George Eliot","Reilly, Jim, 1963-1993",London ; New York : Routledge,English,"Boldly taking up Adorno's assertion that the crisis of twentieth-century art is its inability to represent historical events, Jim Reilly seeks the nineteenth-century roots of this problem and its articulation within the works of Hardy, Conrad and George Eliot. Drawing on the theories of Benjamin, Foucault, Hegel, Lukacs and Nietzsche he constructs a powerful argument across the entire period of historicism's triumph and decline. An outstanding combination of original readings and an indispensable survey, Shadowtime considers nineteenth-century literature in the light of current radical historiography. It poses critical questions about literature's relation to all the cherished principles of historicism: origination, antiquity, historical reconstruction, gender, possession and the very concept of the Real. A major study of realism, modernism and the complex relations of history and aesthetics in the modern period",true,2020-07-06 05:04:28,#Null,#Null,"['0415085977', '9780415085977', '041511893X', '9780415118934']"
1997,"Eliot, George, 1819-1880 -- Ethics",The quest for anonymity : the novels of George Eliot,"Alley, Henry, 1945-","Newark : University of Delaware Press ; London ; Cranbury, NJ : Associated University Presses",English,"In a new treatment of Eliot's booklength fiction, Alley argues that from the very moment she adopted a male pseudonym through to the major epic and tragic novels of her later life, the transcendence of fame was her major consideration. Focusing on one novel in each chapter, the study shows how the plights of Eliot's heroines and heroes do not end in frustration but in an affirmation of anonymous achievement, ""the growing good of the world."" For Eliot, heroism emerges through disclosure, rather than grandly executed action, and since the revelation requires discerning effort on the part of those watching, both observer and observed are celebrated",true,2020-10-19 06:04:57,#Null,#Null,"['0874136210', '9780874136210']"
2000,"Eliot, George, 1819-1880 -- Knowledge -- History",George Eliot and Victorian historiography : imagining the national past,"McCaw, Neil, 1969-",New York : St. Martin's Press,English,"Includes bibliographical references (p. 185-200) and index
",true,2021-07-01 11:01:17,#Null,#Null,[]
2000,"Eliot, George, 1819-1880 -- Knowledge -- History",George Eliot and Victorian historiography : imagining the national past,"McCaw, Neil, 1969-",New York : St. Martin's Press,English,"Includes bibliographical references (p. 185-200) and index
",true,2021-06-08 09:00:50,#Null,#Null,[]
1993,"Eliot, George, 1819-1880 -- Criticism and interpretation","The great tradition : George Eliot, Henry James, Joseph Conrad","Leavis, F. R. (Frank Raymond), 1895-1978",London : Penguin in association with Chatto & Windus,English,#Null,true,2021-07-17 16:04:02,#Null,#Null,[]
1994,Geschichte 1750-1990,Engaging with Shakespeare : responses of George Eliot and other women novelists,"Novy, Marianne, 1945-","Athens, Ga. : University of Georgia Press",English,"In Engaging with Shakespeare, Marianne Novy considers the contributions of women novelists in shaping and responding to Shakespeare's cultural presence. Paying particular attention to issues related to gender or to ideologies of gender - especially the ways in which women writers use Shakespeare's plots of marriage and romantic love, his female characters, and the gender-crossing aspects of his male characters and his image - Novy traces a history of women trying to create a Shakespeare of their own. Charting an alternative course to the one emphasized by Sandra Gilbert and Susan Gubar in The Madwoman in the Attic, which portrays the male-authored canon as alienating to women, Novy contends that the responses of women writers to Shakespeare often involve an appropriative creativity, a tradition of reading and rewriting male-authored texts to find their own concerns. After showing that women's fictional experiments as early as the eighteenth century and Jane Austen enter into dialogue with Shakespeare, Novy considers the engagements of women novelists with Shakespeare over the more than 250 years up to the 1990s. She discusses some women novelists' identification with his female characters, and the more surprising occasional identification with his status as an outsider, as well as the many different novelistic transformations of his plots. She also shows that for many women novelists, beginning with Charlotte Bronte and George Eliot, the wide-ranging sympathy associated with Shakespeare could be a congenial ideal - up to a point. Novy demonstrates how Eliot's novels Felix Holt, Middlemarch, and Daniel Deronda, especially, take on new meanings when seen as in dialogue with Shakespeare. She explores the changes between Eliot's and those of early twentieth-century modernists - Willa Cather, Virginia Woolf and Iris Murdoch - and then marks the emergence of more explicit feminist protest in the works of such novelists as Margaret Drabble and Margaret Atwood. Finally, she discusses recent works by Angela Carter, Nadine Gordimer, Gloria Naylor, and Jane Smiley, as well as Drabble, that engage Shakespeare and contemporary cultural hybridity, thereby repositioning Shakespeare as part of a global multiculturalism",true,2019-09-19 00:24:22,#Null,#Null,"['0820315966', '9780820315966']"
2000,"Eliot, George, 1819-1880. Adam Bede","George Eliot : Adam Bede, The mill on the Floss, Middlemarch",#Null,New York : Columbia University Press,English,"Includes bibliographical references and index
",true,2021-10-28 03:14:16,#Null,#Null,"['0231124228', '0231124236']"
[19--?],"Eliot, George, 1819-1880","George Eliot, her early home. Illustrated by Patty Townsend [and others]","Swinnerton, Emily",London R. Tuck,English,#Null,#Null,2006-11-07 16:40:14,/download/georgeeliotherea00swinuoft/georgeeliotherea00swinuoft.mobi,/download/georgeeliotherea00swinuoft/georgeeliotherea00swinuoft.epub,[]
2003,Littérature anglaise -- 19e siècle -- Histoire et critique,"Victorian appropriations of Shakespeare : George Eliot, A.C. Swinburne, Robert Browning, and Charles Dickens","Sawyer, Robert, 1953-",Madison [N.J.] : Fairleigh Dickinson University Press ; London : Associated University Presses,English,"""Although many would contend that Shakespeare is generally employed as a conservative symbol, this book suggests instead that Shakespeare can be appropriated by both dominant and marginal groups. Sawyer provocatively argues that a single cultural context may produce diametrically opposed readings of the playwright, so at the same time that Shakespeare's cultural status may be used to subvert traditional ideas of politics and letters in George Eliot and A.C. Swinburne, it may also be used to promote more conservative policies and literary interpretations in other writers such as Robert Browning and Charles Dickens."" ""By focusing on four important authors in the mid-Victorian period working in three different genres, this book illustrates how Shakespeare's authority continued to affect many authors during a time in history where a society is redefining itself in terms of gender, culture, subjectivity, and the family. More importantly, this work demonstrates how these nineteenth-century authors anticipate and influence contemporary interpretations of Shakespeare.""--Jacket",true,2020-03-21 01:00:40,#Null,#Null,"['0838639704', '9780838639702']"
2009,English literature -- 18th century -- History and criticism,"Romanticism, revolution and language : the fate of the word from Samuel Johnson to George Eliot","Beer, John B",Cambridge ; New York : Cambridge University Press,English,"Examines the impact the French Revolution had on Europe, discussing how it influenced the language and work of Romantic writers and theologians, including Samuel Taylor Coleridge, William Wordsworth, William Blake, and George Eliot",true,2022-01-13 18:13:56,#Null,#Null,[]
2000,"Eliot, George, 1819-1880 -- Religion",The mystery beneath the real : theology in the fiction of George Eliot,"Hodgson, Peter Crafts, 1934-",Minneapolis : Fortress Press,English,"Includes bibliographical references (pages 227-232) and index
",true,2021-10-18 12:07:25,#Null,#Null,[]
1991,"Eliot, George, 1819-1880 -- Knowledge -- Language and languages",El dialecto en las primeras novelas de George Eliot : grafía y vocalismo,"García-Bermejo Giner, María Fuencisla",Salamanca : Ediciones Universidad de Salamanca,Spanish,"Includes bibliographical references (p. 231-238) and indexes
",true,2021-06-07 14:01:16,#Null,#Null,[]
1991,"LITERARY CRITICISM -- European -- English, Irish, Scottish, Welsh","George Eliot and Herbert Spencer : feminism, evolutionism, and the reconstruction of gender","Paxton, Nancy L., 1949- author","Princeton, New Jersey : Princeton University Press",English,"This analysis of the writings of two major Victorian intellectuals examines the crucial place of gender in the larger Victorian debate about nature, religion, and evolutionary theory. Demonstrating the primacy of Herbert Spencer's influence on George Eliot's thought, Nancy Paxton discloses the continuous dialogue between this profoundly learned novelist and one of the most formidable and influential scientific authorities of her time. Using rarely cited first editions of Spencer's published works, Paxton reveals that Eliot and Spencer initially agreed in supporting several of the goals of early Victorian feminism when they met in 1851. Paxton surveys all of Spencer's writing to show when and why he repudiated his early feminism and demonstrates Eliot's determined resistance to the most conservative tendencies of evolutionary theory in her representation of female sexuality, motherhood, feminist ambition, and desire. In comparing Eliot's and Spencer's evolutionary ""reconstruction of gender,"" the book draws on a wide variety of biographical, literary, and critical texts and on interdisciplinary scholarship about the relation between scientific and literary discourse in the nineteenth century. By thus reassessing Eliot's contribution to feminist thought, it presents a revolutionary reading of her novels which is informed by contemporary feminist criticism and the new historicism. ""This is an important book because of the questions it raises, the issues it covers, and the illumination it brings to Eliot and Spencer and to crucial problems in the nineteenth century: Paxton looks at the ways scientific data get turned into arguments about the nature of women in society, about women and education, about women and sexuality. This work shows how truly current Eliot's novels are, no matter what their setting.""--Barry Qualls, Rutgers UniversityOriginally published in 1991. The Princeton Legacy Library uses the latest print-on-demand technology to again make available previously out-of-print books from the distinguished backlist of Princeton University Press. These paperback editions preserve the original texts of these important books while presenting them in durable paperback editions. The goal of the Princeton Legacy Library is to vastly increase access to the rich scholarly heritage found in the thousands of books published by Princeton University Press since its founding in 1905",true,2020-06-17 11:04:26,#Null,#Null,[]
1991,"LITERARY CRITICISM -- European -- English, Irish, Scottish, Welsh","George Eliot and Herbert Spencer : feminism, evolutionism, and the reconstruction of gender","Paxton, Nancy L., 1949- author","Princeton, New Jersey : Princeton University Press",English,"This analysis of the writings of two major Victorian intellectuals examines the crucial place of gender in the larger Victorian debate about nature, religion, and evolutionary theory. Demonstrating the primacy of Herbert Spencer's influence on George Eliot's thought, Nancy Paxton discloses the continuous dialogue between this profoundly learned novelist and one of the most formidable and influential scientific authorities of her time. Using rarely cited first editions of Spencer's published works, Paxton reveals that Eliot and Spencer initially agreed in supporting several of the goals of early Victorian feminism when they met in 1851. Paxton surveys all of Spencer's writing to show when and why he repudiated his early feminism and demonstrates Eliot's determined resistance to the most conservative tendencies of evolutionary theory in her representation of female sexuality, motherhood, feminist ambition, and desire. In comparing Eliot's and Spencer's evolutionary ""reconstruction of gender,"" the book draws on a wide variety of biographical, literary, and critical texts and on interdisciplinary scholarship about the relation between scientific and literary discourse in the nineteenth century. By thus reassessing Eliot's contribution to feminist thought, it presents a revolutionary reading of her novels which is informed by contemporary feminist criticism and the new historicism. ""This is an important book because of the questions it raises, the issues it covers, and the illumination it brings to Eliot and Spencer and to crucial problems in the nineteenth century: Paxton looks at the ways scientific data get turned into arguments about the nature of women in society, about women and education, about women and sexuality. This work shows how truly current Eliot's novels are, no matter what their setting.""--Barry Qualls, Rutgers UniversityOriginally published in 1991. The Princeton Legacy Library uses the latest print-on-demand technology to again make available previously out-of-print books from the distinguished backlist of Princeton University Press. These paperback editions preserve the original texts of these important books while presenting them in durable paperback editions. The goal of the Princeton Legacy Library is to vastly increase access to the rich scholarly heritage found in the thousands of books published by Princeton University Press since its founding in 1905",true,2020-01-12 04:01:24,#Null,#Null,[]
1994,"Eliot, George, 1819-1880","The real life of Mary Ann Evans : George Eliot, her letters and fiction","Bodenheimer, Rosemarie, 1946-",Ithaca : Cornell University Press,English,Includes bibliographical references (p. [269]-288) and index,true,2018-06-14 19:47:02,#Null,#Null,[]
1994,"Eliot, George, 1819-1880","The real life of Mary Ann Evans : George Eliot, her letters and fiction","Bodenheimer, Rosemarie, 1946-",Ithaca : Cornell University Press,English,"Includes bibliographical references (p. [269]-288) and index
",true,2021-01-23 12:02:37,#Null,#Null,['0801429889']
2004,English literature -- 19th century -- History and criticism,Literature and medicine in nineteenth-century Britain : from Mary Shelley to George Eliot,"Caldwell, Janis McLarren",Cambridge ; New York : Cambridge University Press,English,"Includes bibliographical references and index
",true,2019-05-20 12:24:34,#Null,#Null,[]
2000,"Richardson, Samuel, 1689-1761 -- Criticism and interpretation",The anthology and the rise of the novel : from Richardson to George Eliot,"Price, Leah",Cambridge [England] ; New York : Cambridge University Press,English,"Includes bibliographical references (p. 198-218) and index
",true,2019-05-20 11:04:04,#Null,#Null,[]
1998,Cultural studies,"George Eliot and Italy : literary, cultural, and political influences from Dante to the Risorgimento","Thompson, Andrew, 1962-",London : Macmillan ; New York : St. Martin's Press,English,#Null,true,2014-03-17 21:03:40.860219,#Null,#Null,[]
2008,#Null,"Silas Marner : George Eliot ; adapted by Shirley Isherwood ; [cover, Paul Hunt ; inside illustrations, Chris Molan]","Isherwood, Shirley","Sea Girt, N.J. : Dingles & Company",English,#Null,true,2021-11-15 14:01:31,#Null,#Null,"['9781596469822', '159646982X']"
1998,"Simcox, E. J. (Edith Jemima) -- Diaries",A monument to the memory of George Eliot : Edith J. Simcox's Autobiography of a shirtmaker,"Simcox, E. J. (Edith Jemima)",New York : Garland Pub.,English,"Complete transcription of Simcox's journal from the handwritten manuscript housed in the Bodleian Library (MS. Eng. misc. d. 494), including the letters and notes inserted therein",true,2020-09-28 14:05:09,#Null,#Null,"['081532782X', '9780815327820']"
1993,"Eliot, George, 1819-1880","From Mary Anne Evans to George Eliot : naming, fragmentation and sympathy in the early works of fiction","Ruth, Katrina Lyn",#Null,English,#Null,#Null,2016-02-01 14:40:08,/download/frommaryanneevan00ruth/frommaryanneevan00ruth.mobi,/stream/frommaryanneevan00ruth/frommaryanneevan00ruth_djvu.txt,[]
2001,"Jameson, Mrs. (Anna), 1794-1860. -- Criticism and interpretation","Our Lady of Victorian Feminism : the Madonna in the work of Anna Jameson, Margaret Fuller, and George Eliot","Adams, Kimberly VanEsveld",Athens : Ohio University Press,English,"Includes bibliographical references and index
",true,2019-06-10 01:14:35,#Null,#Null,[]
1997,"Byatt, A. S. (Antonia Susan), 1936- -- Interviews","Imagining characters : conversations about women writers : Jane Austen, Charlotte Brontë, George Eliot, Willa Cather, Iris Murdoch, and Toni Morrison","Byatt, A. S. (Antonia Susan), 1936-",New York : Vintage Books,English,"In this innovative and wide-ranging book, Byatt and the psychoanalyst Ignes Sodre bring their different sensibilities to bear on six novels they have read and loved: Jane Austen's Mansfield Park, Charlotte Bronte's Villette, George Eliot's Daniel Deronda, Willa Cather's The Professor's House, Iris Murdoch's An Unofficial Rose, and Toni Morrison's Beloved. The results are nothing less than an education in the ways literature grips its readers and at times, transforms their very lives",true,2021-03-27 23:01:14,#Null,#Null,"['0679777539', '9780679777533']"
1994,"Brontë, Charlotte, 1816-1855 -- Characters -- Women","The stone and the scorpion : the female subject of desire in the novels of Charlotte Brontë, George Eliot, and Thomas Hardy","Mitchell, Judith (Judith I.)","Westport, Conn. : Greenwood Press",English,"Includes bibliographical references (p. [213]-220) and index
",true,2022-02-11 04:12:30,#Null,#Null,[]
