Date,Time,Name,URL,Description,AddressInfo,StreetAddress,PlaceName,,,locality,postalCode
"Thu, Sep 8, 2022, 3:00 PM –","Wed, Sep 28, 2022, 7:00 PM PDT",Crypto/Blockchain Investing Pitch,https://www.eventbrite.com/e/cryptoblockchain-investing-pitch-registration-405529257927?aff=ebdssbdestsearch,,free street parking,na,Palo Alto Middlefield Ave,,,#VALUE!,#VALUE!
"Mon, Oct 17, 2022, 9:00 AM –","Fri, Oct 21, 2022, 5:00 PM PDT",Digital Farming and AgTech Ecosystem | October Program,https://www.eventbrite.com/e/digital-farming-and-agtech-ecosystem-october-program-tickets-386409450067?aff=ebdssbdestsearch,"One-of-a-kind opportunity to learn directly from the Silicon Valley insiders about the future of digital farming and agtech:Designed specifically for city agencies and industry experts, the program includes 5 full days of an immersive experience with the most innovative startups, industry leaders and experts who will give you exclusive insights into the technology-driven transformation for the future of digital farming.(This is a sample program. Participating presenters and companies vary from program to program and cannot be guaranteed for any particular tour.)THE WORLD OF AGTECHWhat is agtech and where is it taking us? Why is it exploding now and what are the forces driving its expansion? These are the questions we answer on day 1 of our immersion program on The Future of Farming and AgriBusiness. We explain how startups have capitalized on demographic and labor market trends, new technologies and the ready availability of venture funding to create companies reimagining farming for the 21st century.EXPLOITING MARKET NICHESNo one agriculture startup has all the answers. That’s why on day two we explore the limits to the agtech space as they exist today. How many areas of agriculture are being disrupted? What is the nature of this change and how fast is it moving? We answer these questions through visits to startups operating in a wide range of niches.THE ""TECH"" IN AGTECHDay three of the immersion program is dedicated to the technologies fueling the disruption of the agricultural sector. We hear from experts in artificial intelligence and machine learning, robotics, internet of things and drones to learn what these technologies can currently do and what they will offer in the future.CORPORATE INNOVATION FOR AGRICULTURE Having seen and heard how digital is disrupting agriculture on days 1 to 3, on day 4 of our immersion program we challenge attendees to turn words into action. Participatory workshops with leading Silicon Valley experts on design thinking, design sprints, venture capital and open innovation provide executives with the blueprints and frameworks they need to execute on innovation within their own organization. We analyze how some of the world’s biggest agribusinesses are adapting to digital; we evaluate their interactions with the startup ecosystem and ask what can be learned from their attempts at innovation thus far. THE FUTURE OF AGRICULTUREWhat’s next for the digital disruption of farming and agribusiness? Day 5 brings the program to a close with its sights firmly set on the future. We learn about the trends set emerge in the coming years and meet the companies looking to capitalize on those trends today. Will global food production rise fast enough to keep up with the world’s growing population? What will be the effects of changing climate conditions be on agriculture? We explore answers to these questions and look ahead to the areas of the agricultural industry next in line to be disrupted by emerging technologies.  What's Included:Not Included If you prefer to book and pay for your own accommodation, contact us to request a registration code.Please read   carefully before purchasing your ticket. By purchasing a ticket, you agree to be bound by these ","San Mateo, CA 94404",1850 Gateway Drive,Silicon Valley,,,San Mateo, CA 94404
"Thu, August 25, 2022",5:00 PM – 8:00 PM PDT,Two Years to Exit,https://www.eventbrite.com/e/two-years-to-exit-tickets-398352612387?aff=ebdssbdestsearch,"Selling your business, the secrets of the Complete process What needs to be done, before, during, and after you decide to put your company up for sale? Where are the problems that could cause the deal to fail? In the event of success, how do you walk away keeping the maximum amount and what are some of the options that could be used to protect what your money from the sale. Event before the sale, how does one position the company in order to maximize the Value of the company in order to get the best price?We go through this and more as we open up in this audience engaged event... Register early as spots are limited. Joe Siecinski is Co-founder and owner of BrainSHARE Coach. Influence Digest has recognized Joe as one of the top business and executive coaches in the San Francisco Bay Area. As a business mentor, Joe’s mission is to help his clients build a successful, stable, profitable, and thriving business that work without them.Joe’s promise: “I will help any business owner who asks for help. My mission is to have a positive impact on every person and business with which I come in contact. I will use every resource at my disposal to guide business owners to the attainment of what they wanted when they started their business. My personal ambition is to serve 2,000 businesses every year.”Shawn Flynn started as a business owner, founding, and growing a successful company in Beijing China before returning to the US to work with companies ranging from fast growing Silicon Valley startups to established overseas public companies. He brings his international experience working with all stages and sectors of businesses to his role as Principal at a premier middle market investment bank with expertise in mergers and acquisitions, capital markets, financial restructuring, and valuation.
Shawn holds a Bachelor of Science in Mechanical Engineering from UCSD and speaks Mandarin and Spanish (lived abroad for almost 8 years) and he is the host of the award-winning Podcast ""The Silicon Valley Podcast""
You can connect with Shawn at 
https://www.linkedin.com/in/shawnpflynn/
Podcast https://link.chtbl.com/TheSiliconValleyPodcastTony Hoong is the founder and owner of The CPA Dude, a holistic tax planning and tax compliance firm to help their clients save as much on taxes as possible. He is originally from MN and moved to CA in 2017. His career started at KPMG in their state and local tax department and eventually went to industry at Uber's and Doordash's tax department, before venturing on his own and starting up his own firm. The firm was created out of his own passion of helping businesses navigate the complex tax code and digesting it into layman's terms so they can save on taxes. Tony can be reached by texting him at 928-CPA-DUDE

*DISCLAIMER- ANYTHING MENTIONED DURING THIS EVENT,  AUDIO OR SHORT VIDEO RECORDING IS FOR INFORMATION & EDUCATIONAL PURPOSES ONLY AND DOES NOT CONSTITUTE INVESTMENT ADVICE.  ALL SPEAKERS ARE MERELY STATING THEIR OPINIONS ON DIFFERENT TOPICS RELATED TO TECHNOLOGY, STARTUPS, INVESTING, THE ECONOMY, MARKETS OR COMPANIES. PLEASE TALK TO YOUR INVESTMENT ADVISOR AND DO ADDITIONAL RESEARCH AND DUE DILIGENCE ON YOUR OWN BEFORE INVESTING AND MAKING IMPORTANT INVESTMENT DECISIONS.- DISCLAIMER*",#Suite 100,301 West McKinley Avenue,City National Bank,,,#VALUE!,#VALUE!
"Tue, Nov 8, 2022, 8:30 AM –","Fri, Nov 11, 2022, 5:00 PM PST",Founder World 2022 Finale -  Better Homes,https://www.eventbrite.com/e/founder-world-2022-finale-better-homes-tickets-387805124567?aff=ebdssbdestsearch,"Founder World 2022 Finale (The 3nd annual SVE Demo Global 2022) on Nov 1 - Nov 11, from Silicon Valley, Austin, and globally online. The event is hosted by the SVE (Silicon Valley Entrepreneurs)，together with F50 Elevate (Austin), Zenith Engineers, and supported by a group of communities worldwide.Since 2021, Founder World YouTube channel has attracted over 80K developers, founders, and investors. Additionally, BuzzAR, Founder World 2021 Winner and Singapore’s first woman-led metaverse startup, raised US$3.8 million seed funding.SVE Demo Global went online in March, 2020. The first SVE Demo 2020 has attracted over 100K YouTube views since mid-2022. The 2020 grand winner, AgriBody, was acquired by Global Clean Energy Holdings in 2021. PhableCare raised $15M in 2021.For the past decade, as the oldest and largest grassroots pitching meetup in Silicon Valley, SVE Demo has honored around 60 monthly winners, including several F50 Ventures portfolio companies such as Oculii (recently raised $50M), invi Messenger (acquired by Google), GummiCube (ASO SAAS), and many more.In 2015, SVE, Google Developers, and F50 co-hosted the first Founder World in San Francisco, attracting 8300 registered attendees. Now we are combining the efforts of Founder World and SVE Demo Global to power great founders in our community.Starting Oct 25, 2022, Founder World will be packed with a pitch camp, a keynote speaker, presentations, live startup pitches and Founder Camp. Additionally, about 30 startup finalists will compete in the final live pitch event in five tracks to win the title of Founder World Startup Of the Year. Here is the schedule outline","Palo Alto, CA 94301",California Ave,Palo Alto,,,Palo Alto, CA 94301
"Mon, Oct 17, 2022, 9:00 AM –","Fri, Oct 21, 2022, 5:30 PM PDT",Leading Digital Transformation | Executive Program in Person | October,https://www.eventbrite.com/e/leading-digital-transformation-executive-program-in-person-october-tickets-369206987037?aff=ebdssbdestsearch,"The program is an intense, transformative learning experience that will immerse you in the innovations and business culture of Silicon Valley through:The program is a transformational week that aims to give you the first-hand insights into the inner workings of Silicon Valley, emerging technologies and disruptive trends that will disrupt the way we work and live. It will also shed light to the building blocks of innovation that ignite the infamous entrepreneurial spirit of Silicon Valley and bring to live its game-changing ideas. (This is a sample program. Participating presenters and companies vary from program to program and cannot be guaranteed for any particular tour.)DIGITAL REVOLUTIONLearn about Silicon Valley's ecosystem and its role in accelerating the digital revolution. Get an introduction to the economic drivers and major players that fuel technological innovation and shape the future of the industries. Hear from thought leaders rom  and  about the future of the automated world and who is most likely to win and to lose in the brave new digital world.NEXT GENERATION OF DIGITAL TECHNOLOGIESMeet with trailblazers developing and applying breakthrough technologies. Visit comapnies such as DeepVision, Nvidia, iRobot, and Arrayent to reflect on and learn about implications of these technologies on your industry and business.DIGITIZATION OF EVERYTHINGDiscover business models innovations that are being fueled by emerging technologies. Learn how companies sush as , and  transform themselves from using machine learning to scale personalized interactions to flexing the supply chain to support entirely new business models like digital goods or subscription products. MAKING DIGITAL HAPPENConnect with aspiring ""unicorns"" just getting their ideas off their ideas off the ground and out of the garages. Explore the latest innovation with digitally native companies such as the participants of the  acceleration program, , and learn about innovative strategies and unorthodox tactics digital native companies employ to achieve rapid growth. ACCELERATING CORPORATE INNOVATIONHear from the digital transformation leaders from companies such as  and  about their approach to digital transformation through automating business processes and implementing change management initiatives. Hear about what business outcomes this effort brings. Visit innovation labs of companies such as  and  to explore a variety of innovation strategies that companies employ to accelerate cororate innovation. What's Included:Not Included If you prefer to book and pay for your own accommodation, contact us to request a registration code.Please read   carefully before purchasing your ticket. By purchasing a ticket, you agree to be bound by these  ","San Mateo, CA 94404",1850 Gateway Drive,San Mateo,,,San Mateo, CA 94404
"Thu, Sep 29, 2022, 11:00 AM –","Fri, Sep 29, 2023, 3:00 PM EDT",Space Tech Summit 2022 (Fourth Edition),https://www.eventbrite.com/e/space-tech-summit-2022-fourth-edition-tickets-91629198399?aff=ebdssbdestsearch,"Space Tech Summit  To accelerate the commercialization of space, the Global Startup Ecosystem will be hosting the third annual Space Tech Summit on  July (SFO). Space Tech Summit brings together hundreds of entrepreneurs, pioneers, and creatives under one roof to address humanity’s greatest challenges via space technology. The summit also serves to bring key stakeholders that will accelerate bringing both the exploration and the expansion of space to mainstream audiences.Today there are over 88+ annual conferences for space experts and potential enthusiasts. Yet as space becomes a more relevant part of our future reality- the ecosystem continues to gather only space experts, astronauts and researchers. Space Tech Summit asks- what happens to the creatives, entrepreneurs, authors, actors, athletes and other ecosystem builders of society?Over 50 global speakers will convene to discuss how we can revive the global space race and accelerate commercialization and impact by leveraging artificial intelligence, virtual reality, drones, robotics, nano tech, and other exponential technologies.The 2018/2019 lineup of 100 speakers included Chris Moran: Lockheed Martin, Scott Armanini: Open Innovation at Accenture Ventures Principal, Global Lead, Aubrey De Grey: Sens, CSO, Jason Dunn: Made in Space, CTO, Bonni Simi: Jetblue Ventures, President, Zee Zheng: Founder & CEO of Space Chain, Adam Draper: Boost VC, Founder, Tim Draper: DFJ, Founder, Naveen Jain: Moon Express, Founder, Luka Tomljenovic: Airbus Ventures, Manager/Investments, Tess Hatch: BVP Investor, Regina Nkima: Singularity Global Impact Challenges, Mark Matossian: Google VR and AR, Monica Jan: Virgin Orbit Director, Strategy & Customer Experience, Jeff Matthews: Deloitte, Consulting,, Eric Stallmer: Commercial Spaceflight Federation, President, Bill Diamond: SETI, President, Nadir Bagaveyev: Bagaveev Corporation, CEO, Kevin Lo: Google Fiber, Facebook Co-Founder and Sr. Director and John Tucker:SpaceX, Manager and NewSpace Startup Strategist. Media representatives included Jonathan Shieber: Tech Crunch Senior Editor, Katie Roof: Tech Crunch Editor, Debra Werner: Space News Reporter, Mat Kaplan: Planetary Radio Producer and Jeff Foust: Space News Senior Staff Writer. Space Tech Summit brings together hundreds of entrepreneurs, pioneers, and creatives under one roof to address humanity’s greatest challenges via space technology. The summit also serves to bring key stakeholders that will accelerate both the exploration and the expansion of space into mainstream audiences. For more information on tickets, sponsorships and partnerships, please email the team at Space Tech Summit Media Team(E)  (W) ","Santa Clara, CA 95054",TBA,Location TBA,,,Santa Clara, CA 95054
#Null,#Null,Tuesday Night Networking (In-Person),https://www.eventbrite.com/e/tuesday-night-networking-in-person-tickets-383236439507?aff=ebdssbdestsearch,"Network, socialize and connect!This event is free to attend.Attendees must purchase their own liquid refreshments and food.There's no content or speaker at this event -- just business and social networking.Build your business and social network - face to face!Come out and enjoy a great evening of good food, liquid refreshments, and connecting. You may meet your next business collaborator, client, employer, employee, friend, or tennis partner!Getting away from a screen for a few hours will do you some good!: -)Meet Silicon Valley movers and shakers - Internet entrepreneurs, developers, engineers, mobile app coders, attorneys, bloggers, academics, financiers, marketing professionals, community organizers and investors!This event is organized in collaboration with other groups.","Mountain View, CA 94041",1035 El Monte Avenue,Panera Bread,,,Mountain View, CA 94041
#Null,#Null,Sunday  Night Networking (In-Person) - Foster City,https://www.eventbrite.com/e/sunday-night-networking-in-person-foster-city-tickets-389782639367?aff=ebdssbdestsearch,"Network, socialize and connect!This event is free to attend.Attendees must purchase their own liquid refreshments and food.There's no content or speaker at this event -- just business and social networking.Build your business and social network - face to face!Come out and enjoy a great evening of good food, liquid refreshments, and connecting. You may meet your next business collaborator, client, employer, employee, friend, or tennis partner!Getting away from a screen for a few hours will do you some good!: -)Meet Silicon Valley movers and shakers - Internet entrepreneurs, developers, engineers, mobile app coders, attorneys, bloggers, academics, financiers, marketing professionals, community organizers and investors!This event is organized in collaboration with other groups.","Foster City, CA 94041",1297 Chess Drive Suite D,Panera Bread,,,Foster City, CA 94041
"Fri, September 16, 2022",10:00 AM – 1:00 PM PDT,Career Mentoring for Software Engineers,https://www.eventbrite.com/e/career-mentoring-for-software-engineers-tickets-405475005657?aff=ebdssbdestsearch,"Join our panel of software engineer quality instructors for a far-reaching discussion on how mentorship elevates your career in the field of software engineering quality assurance. You’ll hear stories of the job hunt, professional branding and interview tips, as well as how to establish yourself in the workplace and navigate office politics. Who should attend?Current students in the Software Engineering and Quality certificate program, alumni, and people interested in the field. Anyone interested in learning more about mentorship in the field of software quality assurance is welcome to join in the conversation and meet our instructors.Not an engineer? You are still welcome to join us in learning about high tech interviews, and mentorship.AGENDASPONSORSHIPThis event is sponsored by the .","Santa Clara, CA 95054",3175 Bowers Ave,UCSC Silicon Valley Extension,,,Santa Clara, CA 95054
"Wed, September 21, 2022",10:00 AM – 12:00 PM PDT,Silicon Valley SBDC - USPTO: Demystifying the Patent Process,https://www.eventbrite.com/e/silicon-valley-sbdc-uspto-demystifying-the-patent-process-tickets-404312117427?aff=ebdssbdestsearch,"Join our Silicon Valley SBDC event, in collaboration with the United States Patent and Trademark Office (USPTO) to learn about the different types of patents, including utility, design, and plant. In this session USPTO experts will discuss the difference between provisional patent applications and non-provisional patent applications and their use.Attendees will also learn about: • The process of patent prosecution • The role of patent examiners at the USPTO • What to expect when working with the USPTO • Resources available through the USPTO to protect your IP","San Jose, CA 95112",150 East San Fernando Street,MLK Library 3rd floor,,,San Jose, CA 95112
"Sat, September 10, 2022",1:00 PM – 5:00 PM PDT,2022 TAITA-SV Annual Conference: Afternoon In-Person Conference,https://www.eventbrite.com/e/2022-taita-sv-annual-conference-afternoon-in-person-conference-tickets-396908823977?aff=ebdssbdestsearch,,"Fremont, CA 95538",46100 Landing Parkway,Fremont Marriott Silicon Valley,,,Fremont, CA 95538
"Tue, August 23, 2022",5:00 PM – 8:00 PM PDT,XSamsung Silicon Valley Networking Event (Hybrid: In-person & Zoom),https://www.eventbrite.com/e/xsamsung-silicon-valley-networking-event-hybrid-in-person-zoom-tickets-394834920877?aff=ebdssbdestsearch,"Welcome : 5 pm - 5:30 pm pt30 secs intros: 5:30 pm pt - 6 pm ptStartups pitch: 6 pm - 6:40 pm pt (PT 7 mins + Q&A 3 mins).Quotabook.ZecOps .Azul Social.CochlNetworking part: 6:40 pm - 8 pm ptJoin Zoom Meeting
https://clevelandave.zoom.us/j/82865784861?pwd=cURndktERVRyaFZUemdRUktSMmYwdz09&from=addon

Meeting ID: 828 6578 4861
Passcode: 046246
One tap mobile
+13017158592,,82865784861# US (Washington DC)
+19292056099,,82865784861# US (New York)

Dial by your location
+1 301 715 8592 US (Washington DC)
+1 929 205 6099 US (New York)
+1 309 205 3325 US
+1 312 626 6799 US (Chicago)
+1 646 931 3860 US
+1 346 248 7799 US (Houston)
+1 386 347 5053 US
+1 564 217 2000 US
+1 669 444 9171 US
+1 669 900 6833 US (San Jose)
+1 719 359 4580 US
+1 253 215 8782 US (Tacoma)
Meeting ID: 828 6578 4861
Find your local number: https://clevelandave.zoom.us/u/kdFeq5lvZn
","Sunnyvale, CA 94085",440 North Wolfe Road,Plug and Play Tech Center,,,Sunnyvale, CA 94085
"Sun, August 28, 2022",4:00 PM – 6:30 PM PDT,August Penn Harvard Kellogg Social Hour,https://www.eventbrite.com/e/august-penn-harvard-kellogg-social-hour-tickets-403730838807?aff=ebdssbdestsearch,"Join us for a social hour at an alumni’s beautiful backyard in Hillsborough. This event will be co-hosted by the Penn Club of Silicon Valley, Harvard Business School Association of Northern California, and Kellogg Alumni Club of San Francisco Bay Area. Come meet fellow alumni who may live or work near you in the Peninsula Bay Area, make new friends, and have relaxed and interesting conversations. Light snacks and drinks will be served. Make your own name tag and bring it to the party. Street parking.Hosts:Harper Cheng Vice President, Penn Club of Silicon Valleyhttps://www.linkedin.com/in/harpercheng/ svpennclub@gmail.com Jim Simmons Harvard Business School Association of Northern California  https://www.linkedin.com/in/jamespsimmonsjr/ Jpsimmonsjr@gmail.comAJ GandhiBoard Member, Harvard Business School Association of Northern California  https://www.linkedin.com/in/anjaigandhi/amgandhi@gmail.com Chander ChawlaKellogg Alumni Club of San Francisco Bay Areachanderc2008@gmail.com Hardik SanghaviKellogg Alumni Club of San Francisco Bay Areahardiksanghavi90@gmail.com","Hillsborough, CA 94010",TBD,Hillsborough,,,Hillsborough, CA 94010
"Mon, October 17, 2022",5:00 PM – 8:00 PM PDT,Investor/Startup Cocktail Party,https://www.eventbrite.com/e/investorstartup-cocktail-party-registration-370984303037?aff=ebdssbdestsearch,,"San Francisco, CA 94611",na,San Francisco,,,San Francisco, CA 94611
"Thu, Oct 6, 2022, 8:00 AM –","Fri, Oct 21, 2022, 9:00 PM PDT",Nordic-Baltic Impact Week with SOCAP22 in San Francisco,https://www.eventbrite.co.uk/e/nordic-baltic-impact-week-with-socap22-in-san-francisco-tickets-315202939477?aff=ebdssbdestsearch,"We are proud to announce our 9th year bridging the best entrepreneurs, investors, changemakers and companies with the world in Silicon Valley, Bay area and California with the Nordic-Baltic Impact Week.This years theme is We are calling for all the leading Nordic-Baltics companies and entrepreneurs who are solving our climate and environmental challenges. This is so much needed after our 2 years of locked down challenges. The theme speaks for itself, there have never in our time been more important to lower our carbon footprint with leading Climate tech and impact solutions. So Beyond Carbon is it, join the movement! Also NEW, we are inviting you to join already on October 6, where we will start in San Diego and work our way up along the California cost and highway 1 to reach San Francisco for the final week with SOCAP 22. A separate program with all the details on the ""Beyond Carbon California tour"" including San Diego, Orange County, Los Angeles, Santa Barbara, Pebble Beach before reaching our final destination San Francisco.  is the leading co-creation of the future event with a focus on Business and Impact learning for entrepreneurs, investors, academia, civil society, cities, innovation, and ecosystem representatives. We have tailored a facilitated program built around the world’s leading conference on Social Enterprise, Impact Investing, and Innovation, with a program including , October 17-20, 2022.  is one week of Impact training and business, where you will develop networks, skills, and competencies to make the world a better place to live and work in. You will meet impact investors, social entrepreneurs, eco-innovation system leaders, and regional developers at the front line of sustainable innovation Impact economy and leadership. We are starting in San Diego, via Orange County, Los Angeles, Santa Barbara, Pebble Beach with events after Highway 1 to San Francisco during the 2022s program. This years theme is We will especially focus on cleantech, sustaintech, or Impact tech for good, solutions lowering the carbon footprint. i.e. Food & Agtech, Smart Functional Citi(zen)s, Circular Bio-Economy, Energy and Water/Ocean solutions supported by next-generation education and learning tools with VR/XR/AI/5G and aligned with SoCap´s dedication to Accelerating New Global Markets at the Intersection of Money + Meaning.  With our experienced team and partners, we will help you become successful with your business in California. From first steps to expansion. Our strength is the knowledge and expertise crafting and telling your story, guiding and coaching you in the most unique innovation and eco-systems in the world, Silicon Valley.  We will be sharing insights into the Silicon Valley mindset, Regenerative Communities, and Next Generation Education Community. We will start in San Diego on Oct 6 with stops in Orange County, Los Angeles, Santa Barbara and Pebble Beach along Highway 1 and experiencing the absolute best of California. Get your  Early bird tickets before June 1, 2022. Every curious stakeholder as social and Impact entrepreneurs, innovators, companies, investors, academia, civil society representatives, change-makers, and co-creators, with passion and interest in making a difference, and the world a better place.  22All rights reserved © Nordic Impact week ™ 2022 Powered by CleanTech Region Impact Group™.  and  of ""Nordic-Baltic Impact Week"" are to facilitate and create business opportunities, Impact action, social innovation training, knowledge transfer, and networking between the Nordic-Baltics  ecosystems of entrepreneurs, investors and relevant companies every day of the tour, in San Diego, Orange County, Pebble Beach, San Francisco, Silicon Valley, and Los Angeles.  ","San Francisco, CA 94103",701 Mission Street,Yerba Buena Center for the Arts,,,San Francisco, CA 94103
#Null,#Null,San Jose Networking with Women's Networking Alliance (Almaden Valley - PM),https://www.eventbrite.com/e/san-jose-networking-with-womens-networking-alliance-almaden-valley-pm-tickets-366976375217?aff=ebdssbdestsearch,"Chapter 126 of The Women's Networking Alliance warmly invites all women business owners to join us for a meeting! Network, ask questions and learn more about WNA.WNA brings women business owners together to support, educate, share resources and give back to the community. Together we can (and do) make a difference!While ANY woman business owner is welcome to attend our event to learn more about WNA, only one member per industry is allowed per chapter. If your industry is already represented in chapter 126, we may be able to direct you to a chapter that needs someone just like you! We're sorry, but WNA does not accept MLM's.While there is no cost to be a guest at this event, we encourage you to support our host location by purchasing food and/or a beverage.See businesses already represented in Chapter 126: https://www.womensnetworkingalliance.com/chapter-126-san-joseQuestions? Please email Tracey: traceylee@womensnetworkingalliance.com","San Jose, CA 95120",5965 Almaden Expy,Legend's Pizza Co.,,,San Jose, CA 95120
"Wed, 5 Oct 2022, 08:30 –","Thu, 6 Oct 2022, 17:00 PDT",Digital Transformation Week North America,https://www.eventbrite.co.uk/e/digital-transformation-week-north-america-tickets-261019916597?aff=ebdssbdestsearch,"Join us at Digital Transformation week on 11-12 May 2022 in Silicon Valley and hear from industry leading digital experts and discover key strategies for marking your digital efforts a success. Discover the critical technologies and approaches needed to make better and more informed business decisions, improve operational efficiency, enhance customer engagement, and drive your organization’s digital culture.TOPICS INCLUDE:● ‘Transformation Fatigue’: Combatting the Difficulties of Digital Transformation Journeys● Rethinking Security Solutions in the Digital Transformation Age● How AR & VR Will Change the Future of the Retail Experience● Optimizing the Digital Experience of your Employees & Consumers● ‘Total Experience’ (TX) What this means for your Organization, Employees & Customers● AI and the Future of Work● Success Stories of Digital Transformation Strategies and Lessons Learned● Transporting Aerospace Engineering into the Future... so much more over the two-day event!● May Russell CTO at Ford Motor Company● Brian Klinsport, Director - Operations at The Recording Academy (The Grammys)●Katia Walsh, Chief Global Strategy and AI Officer, at Levi Strauss & Co.●Tejas Chopra, Senior Software Engineer at Netflix●Sarika Tyagi, Senior Digital Product (Technical) Leader at Amazon● Paul Breslow, Innovation Director at EDF● Gregory Brown, VP Global Advanced Tech at UPS● Mike Dillinger, Technical Lead - Knowledge Graphs at LinkedIn● Mark Christianson, Digital Experience Delivery Senior Lead, at Mars...And many more! Check out the full list here: https://digitaltransformation-week.com/northamerica/digital-transformation-speakers/Don’t miss out on first release tickets and save over 40% until 18 April 2022! Get your discount here: https://digitaltransformation-week.com/northamerica/ticket-information/ See less","Santa Clara, CA 95054",5001 Great America Parkway,Santa Clara Convention Center,,,Santa Clara, CA 95054
"Fri, September 30, 2022",6:00 PM – 8:30 PM PDT,Startup World Cup 2022 Networking Party,https://www.eventbrite.com/e/startup-world-cup-2022-networking-party-tickets-79763834777?aff=ebdssbdestsearch,"NETWORKING PARTYStartup World Cup organizing team will arrange a pre-Grand Finale networking party from 6:30PM - 8:30PM on  September 30, 2022.Top Silicon Valley VCs, angels, corporate representatives, incubator and accelerators will be attending the event. Top startups from around the world will also be a major part of this networking party. This will be a great opportunity for top startup ecosystem and innovation players from around the world to meet and network with each other. This party will bring the whole world together and open up new doors of opportunities for everyone.**Attendees must be older than 21.Please note that all sales are final. Tickets are non-refundable and non-transferrable.ANY QUESTIONS REGARDING TICKETING PLEASE CONTACT: janice@startupworldcup.ioPlease note that all sales are final. Tickets are non-refundable and non-transferrable. Please also note that details and the content of the event may be subject to change at any time at the organizer's sole discretion without formal notification.","San Francisco, CA 94103",780 Mission St,Marriott Marquis,,,San Francisco, CA 94103
"Wed, September 21, 2022",6:00 PM – 9:00 PM PDT,PCOC -Silicon Valley-,https://www.eventbrite.com/e/pcoc-silicon-valley--tickets-383796013207?aff=ebdssbdestsearch,"Pizza My Pasta is a restaurant & bar within Eataly located on the 3rd floor at Valley Fair Mall in San Jose which offers direct parking P4 Sky Deck from the Stevens Creek parking garage.  Be part of the  collaborative group where we share tips, eat great food and gain CE credits while learning from professional guest speakers. We are pleased to restart in person meetings with guest speakers  principal at Parks Pest Management Consulting  & principal at California HR Connection. Want to learn tips on how to keep moral positive at an organization or how to attract new talent?   Make sure that  this meeting as Tammy will navigate us through employee minefields and will highlight which pitfalls to avoid.Tammy Comproni has worked in the service industry for most of her career. 25 of those years was in the Pest Control industry, working for the Orkin Commercial Division and Isotech Pest Management.During the 12 years at Orkin she worked as an office manager and spent 1 year in the field as a pest control technician, learning the service side of the business and understanding the day-to-dayoperations of the field team. As an office manager, she wanted to further her knowledge and had a desire to understand employment laws.She then joined Isotech pest management where she had the opportunity to expand her knowledge of Human Resource and learned how to navigate the challenges of a growing company during its 12 years prior to the acquisition in 2016.Wanting to further her HR skills, she received her PHR (Professional Human Resource) certification in Federal Law and also received her PHRca certification for California Law.When Isotech was acquired, she had already realized there was a need for someone that had HR knowledge and was knowledgeable in the Pest Control industry, especially for growing pest control companies. It was the perfect time for her to take that leap of faith and start the California HR Connection and HR4PestControl.The California HR Connection offers specialized documents, training and more for the pest control industry. Tammy also offers a subscription based HR platform that provides anytime access to HR tools, documents and Live HR advice.",3rd Floor P4 parking Sky Deck,2855 Stevens Creek Boulevard,Eataly Silicon Valley,,,#VALUE!,#VALUE!
#Null,#Null,San Jose Networking Women's Networking Alliance (Almaden Valley - AM),https://www.eventbrite.com/e/san-jose-networking-womens-networking-alliance-almaden-valley-am-tickets-367121188357?aff=ebdssbdestsearch,"Chapter 111 of the Women's Networking Alliance warmly invites all women business owners to join us for a meeting!WNA brings women business owners together to support, educate, share resources and give back to the community. Together we can (and do) make a difference!While ANY woman business owner is welcome to attend our event to learn more about WNA, only one member per industry is allowed per chapter. If your industry is already represented in chapter 111, we may be able to direct you to a chapter that needs someone just like you! We're sorry, but WNA does not accept MLM's.In order to get the full benefit of our virtual meetings, please be prepared to have your webcam on, a functioning microphone, and be in a quiet, distraction-free location.See businesses already represented in Chapter 111: https://www.womensnetworkingalliance.com/chapter-111-san-joseAn RSVP is required in order to accommodate everyone. Please bring business cards and feel free to bring your breakfast with you!Questions? Please email Kate: kate@katesplacesalon.com",#101,2110 South Bascom Avenue,KELLER WILLIAMS REALTY SILICON VALLEY,,,#VALUE!,#VALUE!
